	 DWIA + Delta + pion modifications 
    40.00  0.1744E+01  0.1946E+00  -.9139E+00  -.3559E+00    2.0799
    45.00  0.1325E+01  0.1053E+00  -.7567E+00  -.2266E+00    2.4611
    50.00  0.9661E+00  0.6965E-01  -.5932E+00  -.1407E+00    2.8772
    55.00  0.6771E+00  0.5568E-01  -.4419E+00  -.8622E-01    3.3249
    60.00  0.4557E+00  0.4797E-01  -.3132E+00  -.5225E-01    3.8009
    65.00  0.2972E+00  0.4085E-01  -.2135E+00  -.3140E-01    4.3014
    70.00  0.1875E+00  0.3308E-01  -.1400E+00  -.1857E-01    4.8228
    75.00  0.1161E+00  0.2531E-01  -.8953E-01  -.1082E-01    5.3610
    80.00  0.7037E-01  0.1826E-01  -.5575E-01  -.6150E-02    5.9120
    85.00  0.4246E-01  0.1252E-01  -.3434E-01  -.3411E-02    6.4715
    90.00  0.2550E-01  0.8195E-02  -.2089E-01  -.1829E-02    7.0353
    95.00  0.1531E-01  0.5177E-02  -.1256E-01  -.9359E-03    7.5991
   100.00  0.9301E-02  0.3222E-02  -.7522E-02  -.4400E-03    8.1586
   105.00  0.5799E-02  0.2057E-02  -.4533E-02  -.1633E-03    8.7095
   110.00  0.3743E-02  0.1432E-02  -.2763E-02  -.1651E-05    9.2477
   115.00  0.2509E-02  0.1149E-02  -.1707E-02  0.1012E-03    9.7691
   120.00  0.1751E-02  0.1070E-02  -.1072E-02  0.1725E-03   10.2697
   125.00  0.1284E-02  0.1101E-02  -.6889E-03  0.2245E-03   10.7456
   130.00  0.9710E-03  0.1175E-02  -.4467E-03  0.2606E-03   11.1933
   135.00  0.7478E-03  0.1259E-02  -.2898E-03  0.2816E-03   11.6094
   140.00  0.5927E-03  0.1339E-02  -.1878E-03  0.2878E-03   11.9907
   145.00  0.4731E-03  0.1404E-02  -.1198E-03  0.2803E-03   12.3342
   150.00  0.3872E-03  0.1452E-02  -.7438E-04  0.2609E-03   12.6374
   155.00  0.3199E-03  0.1482E-02  -.4402E-04  0.2316E-03   12.8980
   160.00  0.2730E-03  0.1499E-02  -.2404E-04  0.1945E-03   13.1140
   165.00  0.2392E-03  0.1511E-02  -.1154E-04  0.1513E-03   13.2837
   170.00  0.2155E-03  0.1522E-02  -.4423E-05  0.1035E-03   13.4058
   175.00  0.2012E-03  0.1531E-02  -.9900E-06  0.5253E-04   13.4795


 EGEQ(LAB)= 355.00   EG*(LAB)= 374.54 MEV   QI=447.06 MEV   QF=288.31 MEV
 W3He(MEV)=3149.868   EG*(CM)= 299.777   EPI(CM)= 320.331   Q2GEV=   0.110
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.3912E+01  0.5565E+01  -.1247E-08  -.5975E-04    0.6472
     5.00  0.3843E+01  0.5235E+01  -.9055E-01  -.5007E+00    0.6724
    10.00  0.3661E+01  0.4366E+01  -.3164E+00  -.8843E+00    0.7478
    15.00  0.3410E+01  0.3242E+01  -.5799E+00  -.1074E+01    0.8728
    20.00  0.3113E+01  0.2155E+01  -.7976E+00  -.1063E+01    1.0465
    25.00  0.2776E+01  0.1296E+01  -.9296E+00  -.9122E+00    1.2675
    30.00  0.2397E+01  0.7129E+00  -.9683E+00  -.7031E+00    1.5342
    35.00  0.1988E+01  0.3662E+00  -.9235E+00  -.4988E+00    1.8445
    40.00  0.1573E+01  0.1843E+00  -.8147E+00  -.3321E+00    2.1961
    45.00  0.1190E+01  0.1010E+00  -.6727E+00  -.2122E+00    2.5863
    50.00  0.8678E+00  0.6733E-01  -.5280E+00  -.1331E+00    3.0121
    55.00  0.6020E+00  0.5311E-01  -.3894E+00  -.8162E-01    3.4703
    60.00  0.4020E+00  0.4508E-01  -.2738E+00  -.4956E-01    3.9574
    65.00  0.2602E+00  0.3788E-01  -.1851E+00  -.2979E-01    4.4697
    70.00  0.1637E+00  0.3039E-01  -.1210E+00  -.1764E-01    5.0033
    75.00  0.1001E+00  0.2299E-01  -.7643E-01  -.1019E-01    5.5541
    80.00  0.6005E-01  0.1642E-01  -.4714E-01  -.5723E-02    6.1180
    85.00  0.3583E-01  0.1114E-01  -.2875E-01  -.3116E-02    6.6906
    90.00  0.2119E-01  0.7196E-02  -.1724E-01  -.1624E-02    7.2676
    95.00  0.1258E-01  0.4488E-02  -.1027E-01  -.7976E-03    7.8446
   100.00  0.7566E-02  0.2756E-02  -.6105E-02  -.3491E-03    8.4172
   105.00  0.4701E-02  0.1747E-02  -.3678E-02  -.1069E-03    8.9811
   110.00  0.3026E-02  0.1219E-02  -.2246E-02  0.3029E-04    9.5319
   115.00  0.2035E-02  0.9957E-03  -.1399E-02  0.1149E-03   10.0655
   120.00  0.1430E-02  0.9476E-03  -.8904E-03  0.1752E-03   10.5778
   125.00  0.1040E-02  0.9862E-03  -.5753E-03  0.2146E-03   11.0649
   130.00  0.7799E-03  0.1061E-02  -.3762E-03  0.2433E-03   11.5231
   135.00  0.6030E-03  0.1143E-02  -.2475E-03  0.2594E-03   11.9489
   140.00  0.4693E-03  0.1216E-02  -.1614E-03  0.2629E-03   12.3391
   145.00  0.3727E-03  0.1275E-02  -.1036E-03  0.2547E-03   12.6907
   150.00  0.2975E-03  0.1317E-02  -.6467E-04  0.2361E-03   13.0010
   155.00  0.2447E-03  0.1342E-02  -.3839E-04  0.2092E-03   13.2677
   160.00  0.2043E-03  0.1356E-02  -.2110E-04  0.1753E-03   13.4887
   165.00  0.1743E-03  0.1366E-02  -.1025E-04  0.1361E-03   13.6624
   170.00  0.1553E-03  0.1374E-02  -.3981E-05  0.9295E-04   13.7874
   175.00  0.1442E-03  0.1380E-02  -.9015E-06  0.4715E-04   13.8627


 EGEQ(LAB)= 355.00   EG*(LAB)= 376.32 MEV   QI=457.07 MEV   QF=288.31 MEV
 W3He(MEV)=3149.868   EG*(CM)= 298.189   EPI(CM)= 320.331   Q2GEV=   0.120
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.3491E+01  0.5073E+01  -.1058E-08  -.5677E-04    0.7314
     5.00  0.3436E+01  0.4774E+01  -.7706E-01  -.4745E+00    0.7572
    10.00  0.3289E+01  0.3983E+01  -.2716E+00  -.8328E+00    0.8343
    15.00  0.3078E+01  0.2958E+01  -.5031E+00  -.1003E+01    0.9621
    20.00  0.2822E+01  0.1973E+01  -.7003E+00  -.9886E+00    1.1396
    25.00  0.2519E+01  0.1191E+01  -.8234E+00  -.8461E+00    1.3656
    30.00  0.2174E+01  0.6589E+00  -.8622E+00  -.6516E+00    1.6382
    35.00  0.1795E+01  0.3401E+00  -.8216E+00  -.4615E+00    1.9555
    40.00  0.1419E+01  0.1739E+00  -.7263E+00  -.3089E+00    2.3150
    45.00  0.1073E+01  0.9685E-01  -.6008E+00  -.1989E+00    2.7139
    50.00  0.7755E+00  0.6424E-01  -.4675E+00  -.1247E+00    3.1492
    55.00  0.5318E+00  0.5000E-01  -.3407E+00  -.7637E-01    3.6177
    60.00  0.3555E+00  0.4202E-01  -.2398E+00  -.4672E-01    4.1157
    65.00  0.2283E+00  0.3485E-01  -.1609E+00  -.2805E-01    4.6395
    70.00  0.1419E+00  0.2762E-01  -.1039E+00  -.1649E-01    5.1850
    75.00  0.8532E-01  0.2065E-01  -.6457E-01  -.9409E-02    5.7482
    80.00  0.5108E-01  0.1465E-01  -.3975E-01  -.5250E-02    6.3247
    85.00  0.3031E-01  0.9856E-02  -.2412E-01  -.2820E-02    6.9101
    90.00  0.1779E-01  0.6314E-02  -.1437E-01  -.1438E-02    7.5000
    95.00  0.1047E-01  0.3896E-02  -.8493E-02  -.6807E-03    8.0899
   100.00  0.6262E-02  0.2369E-02  -.5034E-02  -.2782E-03    8.6754
   105.00  0.3861E-02  0.1489E-02  -.3020E-02  -.6576E-04    9.2519
   110.00  0.2470E-02  0.1038E-02  -.1843E-02  0.5070E-04    9.8150
   115.00  0.1653E-02  0.8565E-03  -.1152E-02  0.1203E-03   10.3606
   120.00  0.1156E-02  0.8282E-03  -.7380E-03  0.1674E-03   10.8843
   125.00  0.8488E-03  0.8776E-03  -.4856E-03  0.2011E-03   11.3823
   130.00  0.6380E-03  0.9520E-03  -.3220E-03  0.2242E-03   11.8508
   135.00  0.4856E-03  0.1028E-02  -.2136E-03  0.2365E-03   12.2861
   140.00  0.3776E-03  0.1095E-02  -.1407E-03  0.2383E-03   12.6851
   145.00  0.2938E-03  0.1147E-02  -.9098E-04  0.2299E-03   13.0445
   150.00  0.2331E-03  0.1183E-02  -.5698E-04  0.2126E-03   13.3618
   155.00  0.1858E-03  0.1204E-02  -.3403E-04  0.1878E-03   13.6345
   160.00  0.1527E-03  0.1215E-02  -.1876E-04  0.1572E-03   13.8604
   165.00  0.1290E-03  0.1222E-02  -.9142E-05  0.1219E-03   14.0380
   170.00  0.1125E-03  0.1227E-02  -.3580E-05  0.8318E-04   14.1658
   175.00  0.1027E-03  0.1232E-02  -.8179E-06  0.4217E-04   14.2429


 EGEQ(LAB)= 355.00   EG*(LAB)= 378.09 MEV   QI=466.88 MEV   QF=288.31 MEV
 W3He(MEV)=3149.868   EG*(CM)= 296.602   EPI(CM)= 320.331   Q2GEV=   0.130
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.3112E+01  0.4588E+01  -.9041E-09  -.5306E-04    0.8188
     5.00  0.3069E+01  0.4318E+01  -.6607E-01  -.4427E+00    0.8452
    10.00  0.2950E+01  0.3605E+01  -.2346E+00  -.7737E+00    0.9239
    15.00  0.2774E+01  0.2684E+01  -.4388E+00  -.9288E+00    1.0544
    20.00  0.2550E+01  0.1794E+01  -.6162E+00  -.9120E+00    1.2358
    25.00  0.2279E+01  0.1087E+01  -.7295E+00  -.7794E+00    1.4666
    30.00  0.1968E+01  0.6057E+00  -.7680E+00  -.6008E+00    1.7451
    35.00  0.1625E+01  0.3163E+00  -.7342E+00  -.4271E+00    2.0692
    40.00  0.1279E+01  0.1633E+00  -.6474E+00  -.2863E+00    2.4364
    45.00  0.9628E+00  0.9169E-01  -.5337E+00  -.1848E+00    2.8438
    50.00  0.6912E+00  0.6074E-01  -.4128E+00  -.1160E+00    3.2885
    55.00  0.4744E+00  0.4700E-01  -.3011E+00  -.7165E-01    3.7670
    60.00  0.3135E+00  0.3885E-01  -.2095E+00  -.4365E-01    4.2757
    65.00  0.1988E+00  0.3179E-01  -.1389E+00  -.2605E-01    4.8107
    70.00  0.1228E+00  0.2495E-01  -.8907E-01  -.1526E-01    5.3679
    75.00  0.7373E-01  0.1853E-01  -.5527E-01  -.8687E-02    5.9432
    80.00  0.4373E-01  0.1303E-01  -.3372E-01  -.4789E-02    6.5320
    85.00  0.2555E-01  0.8669E-02  -.2017E-01  -.2523E-02    7.1300
    90.00  0.1480E-01  0.5490E-02  -.1187E-01  -.1254E-02    7.7326
    95.00  0.8593E-02  0.3341E-02  -.6945E-02  -.5706E-03    8.3352
   100.00  0.5110E-02  0.2009E-02  -.4104E-02  -.2167E-03    8.9331
   105.00  0.3131E-02  0.1251E-02  -.2459E-02  -.3470E-04    9.5220
   110.00  0.2005E-02  0.8761E-03  -.1509E-02  0.6163E-04   10.0972
   115.00  0.1349E-02  0.7364E-03  -.9544E-03  0.1185E-03   10.6545
   120.00  0.9490E-03  0.7262E-03  -.6205E-03  0.1559E-03   11.1895
   125.00  0.6913E-03  0.7768E-03  -.4116E-03  0.1831E-03   11.6981
   130.00  0.5168E-03  0.8484E-03  -.2762E-03  0.2017E-03   12.1767
   135.00  0.3938E-03  0.9195E-03  -.1855E-03  0.2115E-03   12.6213
   140.00  0.3004E-03  0.9797E-03  -.1232E-03  0.2121E-03   13.0288
   145.00  0.2323E-03  0.1025E-02  -.8014E-04  0.2043E-03   13.3960
   150.00  0.1791E-03  0.1056E-02  -.5054E-04  0.1885E-03   13.7201
   155.00  0.1415E-03  0.1072E-02  -.3019E-04  0.1665E-03   13.9986
   160.00  0.1129E-03  0.1081E-02  -.1673E-04  0.1392E-03   14.2294
   165.00  0.9202E-04  0.1085E-02  -.8225E-05  0.1078E-03   14.4107
   170.00  0.7868E-04  0.1089E-02  -.3235E-05  0.7353E-04   14.5413
   175.00  0.7098E-04  0.1092E-02  -.7410E-06  0.3726E-04   14.6200

**********   W = 3154.33 MeV    Q2=0.02 - 0.13 with step 0.01  **********

 EGEQ(LAB)= 360.00   EG*(LAB)= 363.55 MEV   QI=348.10 MEV   QF=292.76 MEV
 W3He(MEV)=3154.333   EG*(CM)= 318.080   EPI(CM)= 324.340   Q2GEV=   0.020
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.1069E+02  0.3352E+01  -.8445E-08  0.1134E-03    0.0787
     5.00  0.1008E+02  0.3454E+01  -.5850E+00  0.7964E+00    0.0986
    10.00  0.8710E+01  0.3453E+01  -.1792E+01  0.7779E+00    0.1582
    15.00  0.7413E+01  0.3013E+01  -.2743E+01  0.1553E+00    0.2570
    20.00  0.6486E+01  0.2253E+01  -.3140E+01  -.4393E+00    0.3943
    25.00  0.5752E+01  0.1461E+01  -.3112E+01  -.7076E+00    0.5691
    30.00  0.5032E+01  0.8365E+00  -.2860E+01  -.6918E+00    0.7799
    35.00  0.4262E+01  0.4276E+00  -.2511E+01  -.5381E+00    1.0253
    40.00  0.3479E+01  0.1980E+00  -.2131E+01  -.3622E+00    1.3033
    45.00  0.2728E+01  0.8569E-01  -.1748E+01  -.2179E+00    1.6118
    50.00  0.2052E+01  0.3895E-01  -.1380E+01  -.1181E+00    1.9484
    55.00  0.1493E+01  0.2393E-01  -.1053E+01  -.5804E-01    2.3107
    60.00  0.1055E+01  0.2090E-01  -.7797E+00  -.2540E-01    2.6959
    65.00  0.7265E+00  0.2061E-01  -.5605E+00  -.9407E-02    3.1009
    70.00  0.4859E+00  0.1962E-01  -.3893E+00  -.2458E-02    3.5228
    75.00  0.3204E+00  0.1742E-01  -.2650E+00  -.1267E-03    3.9583
    80.00  0.2083E+00  0.1440E-01  -.1765E+00  0.2636E-03    4.4041
    85.00  0.1344E+00  0.1122E-01  -.1157E+00  -.2560E-04    4.8568
    90.00  0.8643E-01  0.8324E-02  -.7477E-01  -.4168E-03    5.3131
    95.00  0.5536E-01  0.5942E-02  -.4747E-01  -.6980E-03    5.7693
   100.00  0.3610E-01  0.4154E-02  -.3011E-01  -.8476E-03    6.2220
   105.00  0.2403E-01  0.2876E-02  -.1907E-01  -.8753E-03    6.6678
   110.00  0.1629E-01  0.2004E-02  -.1197E-01  -.8117E-03    7.1033
   115.00  0.1132E-01  0.1445E-02  -.7465E-02  -.6933E-03    7.5252
   120.00  0.8093E-02  0.1109E-02  -.4618E-02  -.5479E-03    7.9302
   125.00  0.6004E-02  0.9253E-03  -.2852E-02  -.4008E-03    8.3154
   130.00  0.4639E-02  0.8377E-03  -.1762E-02  -.2672E-03    8.6777
   135.00  0.3667E-02  0.8069E-03  -.1071E-02  -.1511E-03    9.0143
   140.00  0.3028E-02  0.8156E-03  -.6531E-03  -.6350E-04    9.3228
   145.00  0.2529E-02  0.8400E-03  -.3875E-03  0.1849E-05    9.6008
   150.00  0.2206E-02  0.8675E-03  -.2284E-03  0.4147E-04    9.8462
   155.00  0.1954E-02  0.8883E-03  -.1278E-03  0.6318E-04   10.0570
   160.00  0.1761E-02  0.9048E-03  -.6567E-04  0.7006E-04   10.2318
   165.00  0.1642E-02  0.9232E-03  -.2994E-04  0.6411E-04   10.3691
   170.00  0.1559E-02  0.9456E-03  -.1084E-04  0.4881E-04   10.4679
   175.00  0.1508E-02  0.9660E-03  -.2299E-05  0.2632E-04   10.5275


 EGEQ(LAB)= 360.00   EG*(LAB)= 365.33 MEV   QI=360.79 MEV   QF=292.76 MEV
 W3He(MEV)=3154.333   EG*(CM)= 316.495   EPI(CM)= 324.340   Q2GEV=   0.030
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.9773E+01  0.4982E+01  -.6857E-08  0.6762E-04    0.1189
     5.00  0.9264E+01  0.4928E+01  -.4767E+00  0.4457E+00    0.1395
    10.00  0.8122E+01  0.4570E+01  -.1479E+01  0.2945E+00    0.2013
    15.00  0.7014E+01  0.3763E+01  -.2314E+01  -.2624E+00    0.3037
    20.00  0.6160E+01  0.2704E+01  -.2708E+01  -.7272E+00    0.4460
    25.00  0.5440E+01  0.1706E+01  -.2738E+01  -.8808E+00    0.6272
    30.00  0.4723E+01  0.9581E+00  -.2557E+01  -.7868E+00    0.8457
    35.00  0.3971E+01  0.4843E+00  -.2270E+01  -.5879E+00    1.1000
    40.00  0.3213E+01  0.2243E+00  -.1935E+01  -.3878E+00    1.3881
    45.00  0.2499E+01  0.1003E+00  -.1587E+01  -.2320E+00    1.7079
    50.00  0.1868E+01  0.5022E-01  -.1252E+01  -.1275E+00    2.0568
    55.00  0.1346E+01  0.3404E-01  -.9489E+00  -.6481E-01    2.4323
    60.00  0.9418E+00  0.3020E-01  -.6965E+00  -.3068E-01    2.8314
    65.00  0.6398E+00  0.2868E-01  -.4942E+00  -.1346E-01    3.2513
    70.00  0.4243E+00  0.2622E-01  -.3404E+00  -.5588E-02    3.6885
    75.00  0.2778E+00  0.2249E-01  -.2300E+00  -.2418E-02    4.1399
    80.00  0.1787E+00  0.1805E-01  -.1517E+00  -.1310E-02    4.6020
    85.00  0.1139E+00  0.1368E-01  -.9826E-01  -.1043E-02    5.0712
    90.00  0.7207E-01  0.9895E-02  -.6256E-01  -.1030E-02    5.5440
    95.00  0.4577E-01  0.6913E-02  -.3942E-01  -.1047E-02    6.0169
   100.00  0.2950E-01  0.4726E-02  -.2475E-01  -.1019E-02    6.4861
   105.00  0.1932E-01  0.3197E-02  -.1544E-01  -.9306E-03    6.9482
   110.00  0.1289E-01  0.2182E-02  -.9540E-02  -.7958E-03    7.3996
   115.00  0.8831E-02  0.1553E-02  -.5862E-02  -.6368E-03    7.8368
   120.00  0.6321E-02  0.1201E-02  -.3625E-02  -.4777E-03    8.2566
   125.00  0.4681E-02  0.1016E-02  -.2231E-02  -.3249E-03    8.6558
   130.00  0.3569E-02  0.9332E-03  -.1358E-02  -.1882E-03    9.0313
   135.00  0.2845E-02  0.9178E-03  -.8304E-03  -.8007E-04    9.3802
   140.00  0.2313E-02  0.9375E-03  -.4990E-03  0.3118E-05    9.7000
   145.00  0.1950E-02  0.9742E-03  -.2987E-03  0.5795E-04    9.9881
   150.00  0.1665E-02  0.1010E-02  -.1728E-03  0.9100E-04   10.2424
   155.00  0.1484E-02  0.1036E-02  -.9683E-04  0.1028E-03   10.4609
   160.00  0.1343E-02  0.1057E-02  -.4967E-04  0.1012E-03   10.6420
   165.00  0.1236E-02  0.1078E-02  -.2199E-04  0.8728E-04   10.7843
   170.00  0.1160E-02  0.1103E-02  -.7660E-05  0.6415E-04   10.8868
   175.00  0.1123E-02  0.1125E-02  -.1579E-05  0.3394E-04   10.9486


 EGEQ(LAB)= 360.00   EG*(LAB)= 367.11 MEV   QI=373.05 MEV   QF=292.76 MEV
 W3He(MEV)=3154.333   EG*(CM)= 314.910   EPI(CM)= 324.340   Q2GEV=   0.040
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.8900E+01  0.6274E+01  -.5525E-08  0.2630E-04    0.1656
     5.00  0.8475E+01  0.6064E+01  -.3856E+00  0.1326E+00    0.1869
    10.00  0.7550E+01  0.5399E+01  -.1217E+01  -.1246E+00    0.2508
    15.00  0.6602E+01  0.4282E+01  -.1948E+01  -.6066E+00    0.3567
    20.00  0.5809E+01  0.2988E+01  -.2330E+01  -.9427E+00    0.5039
    25.00  0.5108E+01  0.1848E+01  -.2403E+01  -.9930E+00    0.6911
    30.00  0.4406E+01  0.1024E+01  -.2279E+01  -.8375E+00    0.9171
    35.00  0.3678E+01  0.5137E+00  -.2043E+01  -.6085E+00    1.1800
    40.00  0.2956E+01  0.2388E+00  -.1751E+01  -.3964E+00    1.4780
    45.00  0.2285E+01  0.1099E+00  -.1439E+01  -.2372E+00    1.8086
    50.00  0.1692E+01  0.5794E-01  -.1128E+01  -.1316E+00    2.1694
    55.00  0.1205E+01  0.4099E-01  -.8473E+00  -.6865E-01    2.5576
    60.00  0.8403E+00  0.3655E-01  -.6203E+00  -.3460E-01    2.9704
    65.00  0.5657E+00  0.3391E-01  -.4362E+00  -.1677E-01    3.4044
    70.00  0.3716E+00  0.3021E-01  -.2976E+00  -.8126E-02    3.8566
    75.00  0.2396E+00  0.2526E-01  -.1982E+00  -.4167E-02    4.3233
    80.00  0.1520E+00  0.1983E-01  -.1289E+00  -.2431E-02    4.8011
    85.00  0.9543E-01  0.1474E-01  -.8237E-01  -.1695E-02    5.2862
    90.00  0.5949E-01  0.1045E-01  -.5171E-01  -.1360E-02    5.7751
    95.00  0.3745E-01  0.7185E-02  -.3233E-01  -.1177E-02    6.2640
   100.00  0.2390E-01  0.4831E-02  -.2013E-01  -.1026E-02    6.7492
   105.00  0.1549E-01  0.3222E-02  -.1243E-01  -.8698E-03    7.2270
   110.00  0.1028E-01  0.2185E-02  -.7644E-02  -.7055E-03    7.6937
   115.00  0.7031E-02  0.1559E-02  -.4684E-02  -.5374E-03    8.1459
   120.00  0.4973E-02  0.1213E-02  -.2863E-02  -.3751E-03    8.5799
   125.00  0.3645E-02  0.1044E-02  -.1745E-02  -.2275E-03    8.9927
   130.00  0.2804E-02  0.9846E-03  -.1071E-02  -.1056E-03    9.3809
   135.00  0.2208E-02  0.9831E-03  -.6485E-03  -.6990E-05    9.7417
   140.00  0.1798E-02  0.1016E-02  -.3914E-03  0.6315E-04   10.0723
   145.00  0.1501E-02  0.1062E-02  -.2331E-03  0.1078E-03   10.3702
   150.00  0.1291E-02  0.1104E-02  -.1364E-03  0.1304E-03   10.6332
   155.00  0.1127E-02  0.1134E-02  -.7533E-04  0.1348E-03   10.8591
   160.00  0.1019E-02  0.1157E-02  -.3841E-04  0.1245E-03   11.0464
   165.00  0.9409E-03  0.1179E-02  -.1684E-04  0.1037E-03   11.1936
   170.00  0.8843E-03  0.1204E-02  -.5749E-05  0.7439E-04   11.2995
   175.00  0.8494E-03  0.1226E-02  -.1147E-05  0.3891E-04   11.3634


 EGEQ(LAB)= 360.00   EG*(LAB)= 368.88 MEV   QI=384.93 MEV   QF=292.76 MEV
 W3He(MEV)=3154.333   EG*(CM)= 313.325   EPI(CM)= 324.340   Q2GEV=   0.050
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.8042E+01  0.7103E+01  -.4429E-08  -.6546E-05    0.2182
     5.00  0.7720E+01  0.6803E+01  -.3117E+00  -.1148E+00    0.2402
    10.00  0.6959E+01  0.5894E+01  -.9997E+00  -.4487E+00    0.3061
    15.00  0.6149E+01  0.4556E+01  -.1636E+01  -.8590E+00    0.4154
    20.00  0.5429E+01  0.3121E+01  -.2002E+01  -.1086E+01    0.5673
    25.00  0.4763E+01  0.1906E+01  -.2107E+01  -.1055E+01    0.7605
    30.00  0.4084E+01  0.1045E+01  -.2027E+01  -.8549E+00    0.9937
    35.00  0.3394E+01  0.5235E+00  -.1838E+01  -.6098E+00    1.2650
    40.00  0.2714E+01  0.2450E+00  -.1583E+01  -.3944E+00    1.5724
    45.00  0.2078E+01  0.1146E+00  -.1295E+01  -.2355E+00    1.9135
    50.00  0.1527E+01  0.6284E-01  -.1012E+01  -.1322E+00    2.2858
    55.00  0.1086E+01  0.4592E-01  -.7605E+00  -.7128E-01    2.6864
    60.00  0.7484E+00  0.4049E-01  -.5505E+00  -.3729E-01    3.1123
    65.00  0.4965E+00  0.3674E-01  -.3815E+00  -.1908E-01    3.5602
    70.00  0.3237E+00  0.3212E-01  -.2583E+00  -.9980E-02    4.0267
    75.00  0.2071E+00  0.2642E-01  -.1706E+00  -.5474E-02    4.5083
    80.00  0.1303E+00  0.2043E-01  -.1101E+00  -.3254E-02    5.0013
    85.00  0.8087E-01  0.1496E-01  -.6957E-01  -.2141E-02    5.5019
    90.00  0.4997E-01  0.1047E-01  -.4332E-01  -.1557E-02    6.0064
    95.00  0.3116E-01  0.7098E-02  -.2686E-01  -.1218E-02    6.5109
   100.00  0.1962E-01  0.4703E-02  -.1652E-01  -.9762E-03    7.0115
   105.00  0.1254E-01  0.3092E-02  -.1007E-01  -.7740E-03    7.5045
   110.00  0.8211E-02  0.2076E-02  -.6117E-02  -.5916E-03    7.9861
   115.00  0.5537E-02  0.1479E-02  -.3703E-02  -.4224E-03    8.4526
   120.00  0.3921E-02  0.1173E-02  -.2267E-02  -.2733E-03    8.9005
   125.00  0.2885E-02  0.1036E-02  -.1388E-02  -.1420E-03    9.3264
   130.00  0.2186E-02  0.9936E-03  -.8433E-03  -.3144E-04    9.7270
   135.00  0.1721E-02  0.1009E-02  -.5127E-03  0.5210E-04   10.0993
   140.00  0.1395E-02  0.1052E-02  -.3101E-03  0.1095E-03   10.4404
   145.00  0.1158E-02  0.1104E-02  -.1855E-03  0.1441E-03   10.7478
   150.00  0.9857E-03  0.1149E-02  -.1084E-03  0.1575E-03   11.0191
   155.00  0.8644E-03  0.1181E-02  -.6036E-04  0.1544E-03   11.2523
   160.00  0.7703E-03  0.1205E-02  -.3046E-04  0.1389E-03   11.4455
   165.00  0.7021E-03  0.1227E-02  -.1312E-04  0.1135E-03   11.5974
   170.00  0.6597E-03  0.1250E-02  -.4373E-05  0.8020E-04   11.7066
   175.00  0.6336E-03  0.1270E-02  -.8449E-06  0.4156E-04   11.7726


 EGEQ(LAB)= 360.00   EG*(LAB)= 370.66 MEV   QI=396.46 MEV   QF=292.76 MEV
 W3He(MEV)=3154.333   EG*(CM)= 311.740   EPI(CM)= 324.340   Q2GEV=   0.060
    angle   ds/dO(T)    ds/dO(L)     ds/dO(TT)   ds/dO(LT)   Q2(fm-2)
     0.00  0.7263E+01  0.7538E+01  -.3572E-08  -.3025E-04    0.2762
     5.00  0.7002E+01  0.7160E+01  -.2528E+00  -.2921E+00    0.2989
    10.00  0.6396E+01  0.6121E+01  -.8257E+00  -.6774E+00    0.3668
    15.00  0.5698E+01  0.4648E+01  -.1379E+01  -.1026E+01    0.4793
    20.00  0.5044E+01  0.3141E+01  -.1725E+01  -.1167E+01    0.6357
    25.00  0.4416E+01  0.1900E+01  -.1850E+01  -.1076E+01    0.8347
    30.00  0.3775E+01  0.1038E+01  -.1806E+01  -.8497E+00    1.0749
    35.00  0.3120E+01  0.5189E+00  -.1650E+01  -.5976E+00    1.3543
    40.00  0.2478E+01  0.2440E+00  -.1423E+01  -.3842E+00    1.6709
    45.00  0.1887E+01  0.1166E+00  -.1165E+01  -.2302E+00    2.0223
    50.00  0.1380E+01  0.6588E-01  -.9078E+00  -.1310E+00    2.4057
    55.00  0.9736E+00  0.4864E-01  -.6778E+00  -.7202E-01    2.8183
    60.00  0.6628E+00  0.4234E-01  -.4852E+00  -.3869E-01    3.2570
    65.00  0.4380E+00  0.3791E-01  -.3348E+00  -.2074E-01    3.7183
    70.00  0.2835E+00  0.3261E-01  -.2250E+00  -.1132E-01    4.1988
    75.00  0.1790E+00  0.2637E-01  -.1466E+00  -.6349E-02    4.6948
    80.00  0.1111E+00  0.2009E-01  -.9337E-01  -.3747E-02    5.2025
    85.00  0.6779E-01  0.1447E-01  -.5807E-01  -.2355E-02    5.7182
